Player Name,Player Status,Year of Event,Statement Made,Event Description,Platform,Event Type,Media Tone,Post Status,Media Coverage,Sources,URL,title,max_similarity,most_similar_anchor_idx,most_similar_anchor_title
,,2026,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/articles/disgraced-super-bowl-champ-whose-143902124.html,"Disgraced Super Bowl Champ, Whose Leaked Mails Sparked Controversy, Now Faces NFL in Court",0.1475315234454119,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Mike Vrabel,,2026,,,,Controversy,Negative,,Medium,NBC News,https://www.nbcnews.com/news/us-news/mike-vrabel-skip-draft-counseling-dianna-russini-scandal-rcna341599,Mike Vrabel to skip part of NFL draft for counseling in wake of Dianna Russini scandal,0.1484759498858555,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Mike Vrabel Statement Before,,2026,,,,Controversy,Negative,,Medium,NESN,https://nesn.com/new-england-patriots/news/patriots-release-mike-vrabel-statement-nfl-draft-amid-dianna-russini-scandal/22a3466af4ce15b307aec886,Patriots Release Mike Vrabel Statement Before NFL Draft Amid Dianna Russini Scandal,0.1867834964680464,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Maxx Crosby,Playing,2026,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/nfl/article/winners-and-losers-from-maxx-crosbytrey-hendrickson-controversy-dont-forget-the-raiders-maxx-shenanigans-164200365.html,Winners and losers from Maxx Crosby/Trey Hendrickson controversy: Don't forget the Raiders' Maxx shenanigans,0.5373648916298456,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
,,2026,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/nfl/article/nfl-not-expecting-any-tush-push-ban-proposal-this-offseason-after-years-of-criticism-controversy-030423957.html,"NFL not expecting any tush push ban proposal this offseason after years of criticism, controversy",0.1778322105396555,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Eileen Gu Comment,,2026,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/former-nfl-star-boomer-esiason-171715005.html,Former NFL Star Boomer Esiason Sparks Controversy With Eileen Gu Comment,0.1904630720125597,0.0,Instagram post celebrating July 4th sparked backlash due to political context and timing
Roger Goodell's,,2026,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/roger-goodells-nfl-faces-major-195925900.html,Roger Goodell's NFL Faces Major Scandal After Drake Maye's Pain-Killer NewsFollowing Super Bowl 60,0.2115989666051889,21.0,Calls out a doctor's practices and capabilities after past experience being looked at by the doctor and negligence reports released about him
Bachelorette,,2026,,,,Controversy,Negative,,Medium,Yahoo,https://www.yahoo.com/entertainment/tv/articles/podcast-hosts-call-nfl-cancel-185857729.html,Podcast Hosts Call For NFL To Cancel Season After 'Bachelorette' Controversy,0.161244438083149,19.0,Issues problems with family's flight under Alaska Airlines when they worked to visit him
Colin Kaepernick,,2026,,,,Controversy,Positive,,High,Fortune,https://fortune.com/2026/02/10/colin-kaepernick-has-a-message-for-gen-z-dont-let-the-fear-of-backlash-silence-you-a-decade-on-from-nfl-kneeling/,"A decade after his NFL kneeling controversy, Colin Kaepernick has a message for Gen Z",0.1536344380982379,66.0,"Opens about mental health struggles during the quarantine, advising the importance of taking care of one's mental health"
,,2026,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/super-bowl-lx-officiating-controversy-000917640.html,Super Bowl LX Officiating Controversy Starts Immediately [Video],0.3067914540400099,34.0,Traded to the Seattle Seahawks after desire to remain in the Rams; then becoming a rival to previous team in the Super Bowl
Fernando Mendoza Ranking,,2026,,,,Controversy,Positive,,High,Yahoo Sports,https://sports.yahoo.com/articles/former-nfl-scout-sparks-controversy-000000886.html,Former NFL Scout Sparks Controversy With Fernando Mendoza Ranking,0.2776158259310816,37.0,First tweet in two years was to respond to controversial calls in the Bills vs. Broncos and Bears vs. Rams games
Shawne Merriman,Retired,2026,,,,Controversy,Negative,,High,Fox News,https://www.foxnews.com/sports/ex-nfl-star-shawne-merriman-reacts-patriots-mike-vrabel-caught-scandal,Ex-NFL star Shawne Merriman reacts as Patriots' Mike Vrabel caught in scandal,0.2294479695289,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Mike Vrabel,,2026,,,,Controversy,Positive,,Medium,Sports Business Journal,https://www.sportsbusinessjournal.com/Articles/2026/04/24/growing-vrabel-scandal-forcing-pats-to-react-sometimes-questionably/,"Growing scandal around Mike Vrabel forcing Patriots to react, sometimes questionably",0.1403873082041657,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Mike Vrabel,,2026,,,,Controversy,Positive,,Medium,Fox News,https://www.foxnews.com/sports/patriots-fully-support-mike-vrabel-latest-controversy-dianna-russini,Patriots say they 'fully support' Mike Vrabel amid latest in controversy involving Dianna Russini,0.1978957277721966,62.0,NFL fans accussed officials of favoritism towards the Chiefs to which media has asked Kelce about allegation. 
Trump Publicly Goes,,2026,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/articles/melania-trump-publicly-goes-against-014945954.html,Melania Trump Publicly Goes Against Her Husband Over NFL Controversy,0.2643770584355251,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
Dianna Russini,,2026,,,,Controversy,Negative,,High,Yahoo Sports,https://sports.yahoo.com/articles/dianna-russini-lost-entire-nfl-182158950.html,Dianna Russini lost entire NFL media credibility after scandalous photos emerge,0.1553377736582009,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
Dianna Russini,,2026,,,,Controversy,Mixed,,Medium,ABC7 New York,https://abc7ny.com/post/dianna-russini-mike-vrabel-scandal-new-england-patriots-coach-speaks-nfl-draft-photos-published-reporter/18957749/,"Dianna Russini, Mike Vrabel scandal: New England Patriots coach speaks at NFL Draft after photos published of him with reporter",0.1468792341423391,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
Mike Vrabel Amid Dianna Russini,,2026,,,,Controversy,Negative,,High,heavy.com,https://heavy.com/sports/nfl/new-england-patriots/mike-vrabel-dianna-russini-albert-breer/,NFL Insider Speaks out on Patriots’ Mike Vrabel Amid Dianna Russini Controversy,0.1411070508450498,5.0,Made a racist tweet about white NFL playerss
Steve Tisch,,2026,,,,Controversy,Negative,,Medium,The New York Times,https://www.nytimes.com/athletic/7042708/2026/02/13/steve-tisch-jeffrey-epstein-new-york-giants-role/,Steve Tisch is embroiled in the Jeffrey Epstein scandal. What is his role with the Giants? - The Athletic,0.1601802571049995,30.0,"Reaction to mistake made by Jude McAtamney, aiding in Giants' loss"
JC Tretter,,2026,,,,Controversy,Positive,,High,The New York Times,https://www.nytimes.com/athletic/7111818/2026/03/17/nflpa-jc-tretter-executive-director-elected/,NFLPA elects JC Tretter as executive director 8 months after he resigned from union - The Athletic,0.1529659274110156,58.0,Voices opinion of the NFLPA that designed the then-new COVID-19 rules restricting unvaccinated players from playing 
Draft,,2026,,,,Controversy,Positive,,Medium,A to Z Sports,https://atozsports.com/nfl-draft/3-round-2026-nfl-mock-draft-raiders-ravens-recover-maxx-crosby-controversy-first-wave-of-nfl-free-agency-jeremiyah-love-carnell-tate-rueben-bain-jr/,3-Round 2026 NFL Mock Draft: Raiders and Ravens recover from Maxx Crosby controversy following first wave of NFL Free Agency,0.1823378484662147,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
,,2026,,,,Controversy,Negative,,Medium,Sportico.com,https://www.sportico.com/law/analysis/2026/mike-vrabel-photos-dianna-russini-legal-implications-1234890984/,"Vrabel Photos Test Realities of NFL Privacy, Workplace Conduct",0.1463586082362558,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2026,,,,Controversy,Negative,,High,Sports Illustrated,https://www.si.com/nfl/nfl-labor-dispute-with-refs-explained,Everything to Know About the NFL-Referee Labor Dispute As CBA Expiration Nears,0.2237556986575208,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2026,,,,Controversy,Negative,,Medium,Fox News,https://www.outkick.com/sports/only-thing-can-save-super-bowl-lx-great-football-game-make-us-forget-other-nfl-crap,Only Thing That Can Save Super Bowl LX Is A Great Football Game To Make Us Forget The Other NFL Crap,0.2369736448793961,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
Ole Miss',,2026,,,,Controversy,Negative,,High,The Clarion-Ledger,https://www.clarionledger.com/story/sports/college/ole-miss/2026/02/25/zxavian-harris-nfl-combine-lane-kiffin-lsu-ole-miss/88866631007/,"Ole Miss' Zxavian Harris continues Lane Kiffin criticism at NFL combine, per report",0.140089853716522,53.0,Answers question about his opinion when hearing Trump attending the Super Bowl LIX
,,2026,,,,Controversy,Positive,,Medium,ChiCitySports,https://www.chicitysports.com/chicago-bears-ian-cunningham-draft-controversy/,Chicago Bears draft controversy with NFL isn’t over,0.1606546991010194,70.0,"After previous comments made regarding his coaches which resulted in further discussion, Fields clarified his stance with his coaches and team."
Ben Dogra,,2026,,,,Controversy,Positive,,High,Sports Illustrated,https://www.si.com/onsi/athlete-lifestyle/business/nfl-loves-halftime-controversy-ex-super-agent-ben-dogra-says,"The NFL Loves Halftime Controversy, Ex Super-Agent Ben Dogra Says",0.1748552668993636,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
JC Tretter,,2026,,,,Controversy,Negative,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/columnist/bell/2026/03/19/nflpa-jc-tretter-union-controversy/89218580007/,"Scandal, secrecy and JC Tretter: This is what the NFLPA came up with? | Opinion",0.2040332516327034,58.0,Voices opinion of the NFLPA that designed the then-new COVID-19 rules restricting unvaccinated players from playing 
,,2026,,,,Controversy,Negative,,High,Hawaii News Now,https://www.hawaiinewsnow.com/2026/02/12/let-kids-play-legal-dispute-cancels-flag-football-league-hundreds-keiki/,‘Let the kids play’: Legal dispute cancels flag football league for hundreds of keiki,0.1417134906913764,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
,,2026,,,,Controversy,Negative,,Medium,Football Zebras,https://www.footballzebras.com/2026/04/nfl-players-and-officials-unions-meet-as-official-negotiations-with-the-nfl-remain-at-an-impasse/,NFL players and officials unions meet as official negotiations with the NFL remain at an impasse,0.1625932705697502,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2026,,,,Controversy,Mixed,,Low,"ABC News - Breaking News, Latest News and Videos",https://abcnews.com/video/132363638/,"Video Reality TV leak, NFL controversy and 'Jeopardy!' streak dominate online chatter",0.2687581953933214,23.0,"Defending himself online after allegations of attacking a woman, resulting in arrest warrant being issued"
Brendan Sorsby,,2026,,,,Controversy,Negative,,Medium,ESPN,https://www.espn.com/college-football/story/_/id/48610760/texas-tech-brendan-sorsby-college-gambling-scandal,Brendan Sorsby and college football's first biggest gambling scandal,0.2359948458350561,67.0,"When advancing to the Super Bowl, Kittle brought back a popular meme cited by a Texas high school football player back in a 2014 interview."
NFL Draft,,2026,,,,Reflection,Positive,,Low,Musket Fire,https://musketfire.com/patriots-need-to-steer-clear-of-controversial-qb-prospect-late-in-2026-nfl-draft-01kprd0q39y3,Patriots need to steer clear of controversial QB prospect late in 2026 NFL Draft,0.1775489288319839,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
Cleveland Browns,,2026,,,,Controversy,Positive,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/cleveland-browns-created-quarterback-controversy-203851006.html,"Cleveland Browns have created quarterback controversy on Day 3 of the NFL Draft, and one name is likely getting pushed off the roster",0.2590275964458849,17.0,Throws shade at former coach Kevin Stefanski regarding their time working together under the Cleveland Brown
Eagles QB,,2026,,,,Controversy,Negative,,High,DAZN,https://www.dazn.com/en-US/news/american-football/jalen-hurts-backed-philadelphia-eagles-ignore-qb-draft-talk/1u6dfla5sl2wd1vsq7y81zj2b9,Eagles QB controversy? 13-year vet says Philly should be ‘all-in’ on Hurts,0.1934582831468955,26.0,He wasn't as involved in the game with Tampa Bay Buccaneers as desired; later posting cryptic message about his frustration;
Mike Vrabel,,2026,,,,Controversy,Negative,,High,USA Today,https://www.usatoday.com/story/sports/nfl/columnist/bell/2026/04/23/mike-vrabel-counseling-dianna-russini-photos/89764401007/,"Still laughing, Mike Vrabel? Patriots coach torches credibility as scandal grows | Opinion",0.1662959629874236,7.0,Supports current New England Patriots' defender K'Lavon Chaisson
,,2026,,,,Controversy,Positive,,Medium,Yahoo Sports,https://sports.yahoo.com/articles/nfl-rule-could-prevent-another-005238447.html,New NFL Rule Could Prevent Another Detroit Lions Controversy,0.1568279005193685,28.0,"Reaction to the $180 million contract extension of Aidan Hutchinson, making him one of those with highest non-quarterback average salaries"
